experiment_id,stage,fold,config,seed,params,backbone_params,eeg_params,dev_gauc,dev_macro_auc,dev_auc,dev_logloss,dev_brier,dev_ece,h2_gauc,h2_logloss,h2_brier,h2_ece,shuffle_gauc,zero_gauc,delta_h2_gauc,delta_shuffle_gauc,delta_zero_gauc,zero_sensitivity,shuffle_sensitivity,h2_sensitivity,correction_abs_mean,eeg_gradient_norm,backbone_best_epoch,eeg_best_epoch,elapsed_seconds,locked_test_accessed
U_U2_f3_U2-profile-film_s2,U2,3,U2-profile-film,2,17171,1513,15577,0.600447852458342,0.6081806734931735,0.65747454771845,0.6354128414423913,0.20430773523585918,0.043569730914653916,0.5881007298839467,0.6532277122037576,0.21229878629019688,0.023400034047618992,0.5937689738389039,0.5882755550587719,0.012347122574395297,0.006678878619438056,0.012172297399570042,0.04316823184490204,0.013581659644842148,0.04330843687057495,0.2002740055322647,0.14856449393056761,3,5,14.068416118621826,False
U_U2_f1_U2-profile-gated_s0,U2,1,U2-profile-gated,0,17171,1513,15577,0.6055265878400208,0.5974000420875422,0.6015619576535925,0.6635285537855868,0.23554674196038777,0.07588685920894316,0.6063557752363723,0.6636841468870667,0.2356140725211456,0.07608641249856733,0.6055265878400208,0.6055265878400208,-0.0008291873963515162,0.0,0.0,0.0002181474701501429,3.900095180142671e-05,0.0002905695291701704,0.0013970183208584785,0.0013457379840516948,23,1,17.951117277145386,False
U_U2_f1_U2-profile-gated_s1,U2,1,U2-profile-gated,1,17171,1513,15577,0.6161930606706727,0.6136650733525733,0.6384588684484553,0.6348005718889052,0.22156274682904892,0.06401602294093217,0.6007448687299435,0.6671244971518293,0.237409882537074,0.09914089105444124,0.611739355172191,0.6020372165148284,0.015448191940729217,0.004453705498481675,0.014155844155844255,0.0807604044675827,0.020730841904878616,0.08599600940942764,0.3954503536224365,0.29402711698212636,16,9,18.191641092300415,False
U_U2_f1_U2-profile-gated_s2,U2,1,U2-profile-gated,2,17171,1513,15577,0.5774146583101808,0.5733966364323507,0.6107601527247484,0.6584396020150503,0.2310945982033346,0.05440944051076485,0.5736625314983526,0.678562101222575,0.24251739728090793,0.098389659025788,0.5652219422368676,0.5597725657427152,0.003752126811828238,0.012192716073313181,0.017642092567465628,0.07836337387561798,0.02558973804116249,0.08138617128133774,0.39650648832321167,0.30511490001810093,6,8,13.772118091583252,False
U_U2_f2_U2-profile-gated_s0,U2,2,U2-profile-gated,0,17171,1513,15577,0.5983193542568543,0.6026799126799126,0.595072059507206,0.6252045561984084,0.21756602613020712,0.0326956593172541,0.5983193542568543,0.6252036381470542,0.217565606506226,0.0326941918792135,0.5983193542568543,0.5983193542568543,0.0,0.0,0.0,6.715158178849379e-06,1.4718153806825285e-06,3.807019766099984e-06,1.672075450187549e-05,0.0005425906454496629,7,1,12.895145177841187,False
U_U2_f2_U2-profile-gated_s1,U2,2,U2-profile-gated,1,17171,1513,15577,0.6373546852453102,0.6395532708032708,0.6751779136716376,0.5954655057102616,0.20546484744655433,0.05183933155932936,0.6270016008297258,0.6167095313940761,0.21438897277702743,0.059973960296348314,0.6340399531024531,0.6275642586580086,0.010353084415584468,0.0033147321428571574,0.00979042658730167,0.07321145385503769,0.0159026850014925,0.07864350825548172,0.35398754477500916,0.15007359698964956,13,5,16.892595291137695,False
U_U2_f2_U2-profile-gated_s2,U2,2,U2-profile-gated,2,17171,1513,15577,0.6272121888528139,0.6277394364894365,0.6365912098129671,0.6097045572620411,0.2112021106212463,0.048269763618336146,0.6120238095238095,0.6222724632400553,0.2166059064648775,0.04711264548792135,0.6275160082972583,0.6119430916305916,0.015188379329004409,-0.00030381944444435316,0.015269097222222361,0.044982362538576126,0.007605844642966986,0.046725716441869736,0.20985430479049683,0.0878610206942364,10,4,15.975355386734009,False
U_U2_f3_U2-profile-gated_s0,U2,3,U2-profile-gated,0,17171,1513,15577,0.6174566303936933,0.6251443541026874,0.7143484948362997,0.6089247651903124,0.19238780109120168,0.07044843098191961,0.5925710070814966,0.6507048830400756,0.21117203911371635,0.03812939879551824,0.5930717204318603,0.5886021224307937,0.02488562331219668,0.024384909961832957,0.028854507962899567,0.11765290051698685,0.05702638626098633,0.12293324619531631,0.5807245373725891,0.2987634319707051,5,11,18.18381643295288,False
U_U2_f3_U2-profile-gated_s1,U2,3,U2-profile-gated,1,17171,1513,15577,0.6234737290681347,0.6374003118794785,0.6969164286237457,0.6072394329019121,0.19513875448539023,0.03631411224286901,0.6234737290681347,0.6074060735647827,0.19521956098659826,0.03633189522128852,0.6234737290681347,0.6234737290681347,0.0,0.0,0.0,0.0005820926744490862,0.0001073460589395836,0.0007045813254080713,0.0036130014341324568,0.006281350705031295,20,1,22.290486097335815,False
U_U2_f3_U2-profile-gated_s2,U2,3,U2-profile-gated,2,17171,1513,15577,0.6012112207916405,0.5981004412254413,0.6954881710979273,0.6098739037608384,0.19158365207265587,0.05118789439479818,0.5881007298839467,0.6532277122037576,0.21229878629019688,0.023400034047618992,0.5800303038065275,0.5819535941913564,0.013110490907693784,0.02118091698511293,0.019257626600284072,0.12604117393493652,0.05703777074813843,0.12778301537036896,0.6638185977935791,0.15265616620407674,3,11,17.907132148742676,False
