candidate,score_variant,uses_eeg,control_type,variant_family,seed_count,mean_protocol_gauc,std_protocol_gauc,mean_protocol_macro_user_auc,mean_protocol_global_auc,mean_event_transfer_gauc,mean_event_transfer_macro_user_auc,mean_event_transfer_global_auc,seed_beats_current_champion_rate,seed_hits_0p8_rate
V2H-local-shuffle,session_z_eeg_base0p05,False,shuffle_eeg_control,session_block_listwise,5,0.6336952184899702,0.006123125127446631,0.6468810899656351,0.6336952184899702,0.6402462364476816,0.6413529455186201,0.6061407953389564,1.0,0.0
V2H-local-shuffle,hist_gate_floor0p25_cap10_base0p05,False,shuffle_eeg_control,history_reliability,5,0.6333373859923992,0.006639291380541284,0.6467713157561584,0.6333373859923992,0.6299484453908378,0.6310281375737725,0.5983469988405159,1.0,0.0
V2H-local-shuffle,hist_gate_floor0p25_cap20_base0p05,False,shuffle_eeg_control,history_reliability,5,0.6333373859923992,0.006639291380541284,0.6467713157561584,0.6333373859923992,0.6299484453908378,0.6310281375737725,0.5983469988405159,1.0,0.0
V2H-local-shuffle,hist_gate_floor0p25_cap5_base0p05,False,shuffle_eeg_control,history_reliability,5,0.6333373859923992,0.006639291380541284,0.6467713157561584,0.6333373859923992,0.6299484453908378,0.6310281375737725,0.5983469988405159,1.0,0.0
V2H-local-shuffle,hist_gate_floor0p50_cap10_base0p05,False,shuffle_eeg_control,history_reliability,5,0.6333373859923992,0.006639291380541284,0.6467713157561584,0.6333373859923992,0.6299484453908378,0.6310281375737725,0.5983469988405159,1.0,0.0
V2H-local-shuffle,v2n_eeg_base_0p05,False,shuffle_eeg_control,v2n_reference,5,0.6333373859923992,0.006639291380541284,0.6467713157561584,0.6333373859923992,0.6299484453908378,0.6310281375737725,0.5983469988405159,1.0,0.0
V2H-local-shuffle,session_rank_eeg_base0p10,False,shuffle_eeg_control,session_block_listwise,5,0.6329391788788852,0.00713893302831983,0.6462193806658829,0.6329391788788852,0.6361169457596647,0.6372752751730926,0.6031938966689079,1.0,0.0
V2H-local-shuffle,session_rank_eeg_base0p05,False,shuffle_eeg_control,session_block_listwise,5,0.6323242867109997,0.00743908369312346,0.6459842795676867,0.6323242867109997,0.6346589954255059,0.635857387138141,0.6018991842024205,1.0,0.0
V2H-local-shuffle,eeg_only,False,shuffle_eeg_control,baseline,5,0.6323242867109997,0.00743908369312346,0.6459842795676867,0.6323242867109997,0.6285841865279359,0.629641927663753,0.5976492212171554,1.0,0.0
V2H-local-zero,agreement_gate0p25_base0p05,False,zero_eeg_control,eeg_base_agreement,5,0.6059840797713548,0.005623363407257063,0.6101170321292411,0.6059840797713548,0.5923138614143533,0.5968186924407164,0.6132497023159038,0.0,0.0
V2H-local-zero,agreement_gate0p10_base0p05,False,zero_eeg_control,eeg_base_agreement,5,0.5984890797394773,0.0037685583776152047,0.600348761827543,0.5984890797394773,0.5853233894659224,0.5896645045871237,0.6085272504695591,0.0,0.0
V2H-local-zero,sqrt_margin_eeg_base0p05,False,zero_eeg_control,margin_shrinkage,5,0.5974382586040299,0.005097686236647548,0.6004810440045464,0.5974382586040299,0.5852861375201602,0.5896411408256645,0.606827771189345,0.0,0.0
V2H-local-zero,session_z_eeg_base0p10,False,zero_eeg_control,session_block_listwise,5,0.5972162284877319,0.003975697892020666,0.5983973251416553,0.5972162284877319,0.5873847846486336,0.5914662789077472,0.5743597608570534,0.0,0.0
V2H-local-zero,session_z_eeg_base0p05,False,zero_eeg_control,session_block_listwise,5,0.5955756564974084,0.005312927204312179,0.5970126835511238,0.5955756564974084,0.5857691529963458,0.5900284087972579,0.5728393015180251,0.0,0.0
