phase,protocol_id,iteration,selected_variant,reference_variant,weighted_delta_context_auc
V2-T,V2M-two_stage_user_local_reranker-v1,219,margin_power0p2_base0p025,margin_power0p25_base0p05,0.0020127871181624445
V2-T,V2M-two_stage_user_local_reranker-v1,220,margin_power0p2_base0p025,margin_power0p25_base0p05,0.0010289242025837426
V2-T,V2M-two_stage_user_local_reranker-v1,221,margin_power0p2_base0p025,margin_power0p25_base0p05,0.0023614078488699026
V2-T,V2M-two_stage_user_local_reranker-v1,222,margin_power0p2_base0p025,margin_power0p25_base0p05,0.0008731717965509729
V2-T,V2M-two_stage_user_local_reranker-v1,223,margin_power0p2_base0p025,margin_power0p25_base0p05,0.00035124692658939375
V2-T,V2M-two_stage_user_local_reranker-v1,224,margin_power0p2_base0p025,margin_power0p25_base0p05,0.003394145099703013
V2-T,V2M-two_stage_user_local_reranker-v1,225,margin_power0p2_base0p025,margin_power0p25_base0p05,0.0032276657060518773
V2-T,V2M-two_stage_user_local_reranker-v1,226,margin_power0p2_base0p025,margin_power0p25_base0p05,0.0028095958504430556
V2-T,V2M-two_stage_user_local_reranker-v1,227,margin_power0p2_base0p025,margin_power0p25_base0p05,0.0010743446497636468
V2-T,V2M-two_stage_user_local_reranker-v1,228,margin_power0p2_base0p025,margin_power0p25_base0p05,0.004510451045104515
V2-T,V2M-two_stage_user_local_reranker-v1,229,margin_power0p2_base0p025,margin_power0p25_base0p05,0.0005361355350632679
V2-T,V2M-two_stage_user_local_reranker-v1,230,margin_power0p2_base0p025,margin_power0p25_base0p05,-0.0023656640757012512
V2-T,V2M-two_stage_user_local_reranker-v1,231,margin_power0p2_base0p025,margin_power0p25_base0p05,0.0001102414287289181
V2-T,V2M-two_stage_user_local_reranker-v1,232,margin_power0p2_base0p025,margin_power0p25_base0p05,0.004906066770372145
V2-T,V2M-two_stage_user_local_reranker-v1,233,margin_power0p2_base0p025,margin_power0p25_base0p05,0.0029877171627752616
V2-T,V2M-two_stage_user_local_reranker-v1,234,margin_power0p2_base0p025,margin_power0p25_base0p05,0.002748704937096949
V2-T,V2M-two_stage_user_local_reranker-v1,235,margin_power0p2_base0p025,margin_power0p25_base0p05,0.0016346992153443774
V2-T,V2M-two_stage_user_local_reranker-v1,236,margin_power0p2_base0p025,margin_power0p25_base0p05,0.0021017699115044274
V2-T,V2M-two_stage_user_local_reranker-v1,237,margin_power0p2_base0p025,margin_power0p25_base0p05,0.001631511478848621
V2-T,V2M-two_stage_user_local_reranker-v1,238,margin_power0p2_base0p025,margin_power0p25_base0p05,0.0029342060715494907
V2-T,V2M-two_stage_user_local_reranker-v1,239,margin_power0p2_base0p025,margin_power0p25_base0p05,0.001804850535815006
V2-T,V2M-two_stage_user_local_reranker-v1,240,margin_power0p2_base0p025,margin_power0p25_base0p05,0.0031277926720285998
V2-T,V2M-two_stage_user_local_reranker-v1,241,margin_power0p2_base0p025,margin_power0p25_base0p05,0.0015444015444015487
V2-T,V2M-two_stage_user_local_reranker-v1,242,margin_power0p2_base0p025,margin_power0p25_base0p05,0.0013577732518669432
V2-T,V2M-two_stage_user_local_reranker-v1,243,margin_power0p2_base0p025,margin_power0p25_base0p05,0.003312972357386896
V2-T,V2M-two_stage_user_local_reranker-v1,244,margin_power0p2_base0p025,margin_power0p25_base0p05,0.001987632508833927
V2-T,V2M-two_stage_user_local_reranker-v1,245,margin_power0p2_base0p025,margin_power0p25_base0p05,0.00034778576396939635
V2-T,V2M-two_stage_user_local_reranker-v1,246,margin_power0p2_base0p025,margin_power0p25_base0p05,-0.000890670229347582
V2-T,V2M-two_stage_user_local_reranker-v1,247,margin_power0p2_base0p025,margin_power0p25_base0p05,0.002564401445389906
V2-T,V2M-two_stage_user_local_reranker-v1,248,margin_power0p2_base0p025,margin_power0p25_base0p05,2.2571243194412332e-18
V2-T,V2M-two_stage_user_local_reranker-v1,249,margin_power0p2_base0p025,margin_power0p25_base0p05,0.0021630236794171276
V2-T,V2M-two_stage_user_local_reranker-v1,250,margin_power0p2_base0p025,margin_power0p25_base0p05,-0.00021054847878723796
V2-T,V2M-two_stage_user_local_reranker-v1,251,margin_power0p2_base0p025,margin_power0p25_base0p05,0.002995736836041021
V2-T,V2M-two_stage_user_local_reranker-v1,252,margin_power0p2_base0p025,margin_power0p25_base0p05,0.002346368715083797
V2-T,V2M-two_stage_user_local_reranker-v1,253,margin_power0p2_base0p025,margin_power0p25_base0p05,0.0005348737697903303
V2-T,V2M-two_stage_user_local_reranker-v1,254,margin_power0p2_base0p025,margin_power0p25_base0p05,0.0024357838795394174
V2-T,V2M-two_stage_user_local_reranker-v1,255,margin_power0p2_base0p025,margin_power0p25_base0p05,0.0016907123534715969
V2-T,V2M-two_stage_user_local_reranker-v1,256,margin_power0p2_base0p025,margin_power0p25_base0p05,0.0031803725579282165
V2-T,V2M-two_stage_user_local_reranker-v1,257,margin_power0p2_base0p025,margin_power0p25_base0p05,0.0005862351975612661
V2-T,V2M-two_stage_user_local_reranker-v1,258,margin_power0p2_base0p025,margin_power0p25_base0p05,4.078370294541392e-18
V2-T,V2M-two_stage_user_local_reranker-v1,259,margin_power0p2_base0p025,margin_power0p25_base0p05,0.002022998296422487
V2-T,V2M-two_stage_user_local_reranker-v1,260,margin_power0p2_base0p025,margin_power0p25_base0p05,0.0026218046755516733
V2-T,V2M-two_stage_user_local_reranker-v1,261,margin_power0p2_base0p025,margin_power0p25_base0p05,0.002149613069647465
V2-T,V2M-two_stage_user_local_reranker-v1,262,margin_power0p2_base0p025,margin_power0p25_base0p05,0.0022381378692927527
V2-T,V2M-two_stage_user_local_reranker-v1,263,margin_power0p2_base0p025,margin_power0p25_base0p05,-0.00044707723259192965
V2-T,V2M-two_stage_user_local_reranker-v1,264,margin_power0p2_base0p025,margin_power0p25_base0p05,0.003564857405703777
V2-T,V2M-two_stage_user_local_reranker-v1,265,margin_power0p2_base0p025,margin_power0p25_base0p05,-0.00035071311667056335
V2-T,V2M-two_stage_user_local_reranker-v1,266,margin_power0p2_base0p025,margin_power0p25_base0p05,0.0008755609062055361
V2-T,V2M-two_stage_user_local_reranker-v1,267,margin_power0p2_base0p025,margin_power0p25_base0p05,0.0018531864511479494
V2-T,V2M-two_stage_user_local_reranker-v1,268,margin_power0p2_base0p025,margin_power0p25_base0p05,0.0021805494984736204
V2-T,V2M-two_stage_user_local_reranker-v1,269,margin_power0p2_base0p025,margin_power0p25_base0p05,0.001862809555117253
V2-T,V2M-two_stage_user_local_reranker-v1,270,margin_power0p2_base0p025,margin_power0p25_base0p05,0.001948424068767911
V2-T,V2M-two_stage_user_local_reranker-v1,271,margin_power0p2_base0p025,margin_power0p25_base0p05,0.003013344812742148
V2-T,V2M-two_stage_user_local_reranker-v1,272,margin_power0p2_base0p025,margin_power0p25_base0p05,0.002666962995888437
V2-T,V2M-two_stage_user_local_reranker-v1,273,margin_power0p2_base0p025,margin_power0p25_base0p05,0.0018983807928531578
V2-T,V2M-two_stage_user_local_reranker-v1,274,margin_power0p2_base0p025,margin_power0p25_base0p05,0.002646961508768063
V2-T,V2M-two_stage_user_local_reranker-v1,275,margin_power0p2_base0p025,margin_power0p25_base0p05,1.6674188104507983e-18
V2-T,V2M-two_stage_user_local_reranker-v1,276,margin_power0p2_base0p025,margin_power0p25_base0p05,0.0038461538461538485
V2-T,V2M-two_stage_user_local_reranker-v1,277,margin_power0p2_base0p025,margin_power0p25_base0p05,0.00011984659635666578
V2-T,V2M-two_stage_user_local_reranker-v1,278,margin_power0p2_base0p025,margin_power0p25_base0p05,0.0014106030327965251
V2-T,V2M-two_stage_user_local_reranker-v1,279,margin_power0p2_base0p025,margin_power0p25_base0p05,0.0023343708314806605
V2-T,V2M-two_stage_user_local_reranker-v1,280,margin_power0p2_base0p025,margin_power0p25_base0p05,0.0008220786846741076
V2-T,V2M-two_stage_user_local_reranker-v1,281,margin_power0p2_base0p025,margin_power0p25_base0p05,0.0027731558513588482
V2-T,V2M-two_stage_user_local_reranker-v1,282,margin_power0p2_base0p025,margin_power0p25_base0p05,0.003098373353989158
V2-T,V2M-two_stage_user_local_reranker-v1,283,margin_power0p2_base0p025,margin_power0p25_base0p05,0.000992501102779003
V2-T,V2M-two_stage_user_local_reranker-v1,284,margin_power0p2_base0p025,margin_power0p25_base0p05,3.446423965769241e-18
V2-T,V2M-two_stage_user_local_reranker-v1,285,margin_power0p2_base0p025,margin_power0p25_base0p05,0.0007796836711962604
V2-T,V2M-two_stage_user_local_reranker-v1,286,margin_power0p2_base0p025,margin_power0p25_base0p05,0.003124663290593688
V2-T,V2M-two_stage_user_local_reranker-v1,287,margin_power0p2_base0p025,margin_power0p25_base0p05,0.000805894542942667
V2-T,V2M-two_stage_user_local_reranker-v1,288,margin_power0p2_base0p025,margin_power0p25_base0p05,0.0024316813339509036
V2-T,V2M-two_stage_user_local_reranker-v1,289,margin_power0p2_base0p025,margin_power0p25_base0p05,0.0031749507335231027
V2-T,V2M-two_stage_user_local_reranker-v1,290,margin_power0p2_base0p025,margin_power0p25_base0p05,0.0023104852018923975
V2-T,V2M-two_stage_user_local_reranker-v1,291,margin_power0p2_base0p025,margin_power0p25_base0p05,0.0015778203538825673
V2-T,V2M-two_stage_user_local_reranker-v1,292,margin_power0p2_base0p025,margin_power0p25_base0p05,0.0019390897684498705
V2-T,V2M-two_stage_user_local_reranker-v1,293,margin_power0p2_base0p025,margin_power0p25_base0p05,0.0020286261692775876
V2-T,V2M-two_stage_user_local_reranker-v1,294,margin_power0p2_base0p025,margin_power0p25_base0p05,-0.0005444843732984846
V2-T,V2M-two_stage_user_local_reranker-v1,295,margin_power0p2_base0p025,margin_power0p25_base0p05,0.0017373175816539285
V2-T,V2M-two_stage_user_local_reranker-v1,296,margin_power0p2_base0p025,margin_power0p25_base0p05,-0.0006608657341116843
V2-T,V2M-two_stage_user_local_reranker-v1,297,margin_power0p2_base0p025,margin_power0p25_base0p05,0.00240831964969896
V2-T,V2M-two_stage_user_local_reranker-v1,298,margin_power0p2_base0p025,margin_power0p25_base0p05,0.0038979841853213036
V2-T,V2M-two_stage_user_local_reranker-v1,299,margin_power0p2_base0p025,margin_power0p25_base0p05,0.004125502117033983
V2-T,V2M-two_stage_user_local_reranker-v1,300,margin_power0p2_base0p025,margin_power0p25_base0p05,0.0012174875484228043
V2-T,V2M-two_stage_user_local_reranker-v1,301,margin_power0p2_base0p025,margin_power0p25_base0p05,0.0005724098454493392
V2-T,V2M-two_stage_user_local_reranker-v1,302,margin_power0p2_base0p025,margin_power0p25_base0p05,0.0017844022252545434
V2-T,V2M-two_stage_user_local_reranker-v1,303,margin_power0p2_base0p025,margin_power0p25_base0p05,0.0019511075404567884
V2-T,V2M-two_stage_user_local_reranker-v1,304,margin_power0p2_base0p025,margin_power0p25_base0p05,0.002765614196819547
V2-T,V2M-two_stage_user_local_reranker-v1,305,margin_power0p2_base0p025,margin_power0p25_base0p05,0.0017355461546805537
V2-T,V2M-two_stage_user_local_reranker-v1,306,margin_power0p2_base0p025,margin_power0p25_base0p05,0.0019549218031278772
V2-T,V2M-two_stage_user_local_reranker-v1,307,margin_power0p2_base0p025,margin_power0p25_base0p05,0.0019548218940052147
V2-T,V2M-two_stage_user_local_reranker-v1,308,margin_power0p2_base0p025,margin_power0p25_base0p05,0.0013839234229039365
V2-T,V2M-two_stage_user_local_reranker-v1,309,margin_power0p2_base0p025,margin_power0p25_base0p05,0.0028883183568677814
V2-T,V2M-two_stage_user_local_reranker-v1,310,margin_power0p2_base0p025,margin_power0p25_base0p05,0.0008952551477171012
V2-T,V2M-two_stage_user_local_reranker-v1,311,margin_power0p2_base0p025,margin_power0p25_base0p05,-0.00011120996441280832
V2-T,V2M-two_stage_user_local_reranker-v1,312,margin_power0p2_base0p025,margin_power0p25_base0p05,0.0026443367122080284
V2-T,V2M-two_stage_user_local_reranker-v1,313,margin_power0p2_base0p025,margin_power0p25_base0p05,0.002686150209519719
V2-T,V2M-two_stage_user_local_reranker-v1,314,margin_power0p2_base0p025,margin_power0p25_base0p05,-0.000333926981300087
V2-T,V2M-two_stage_user_local_reranker-v1,315,margin_power0p2_base0p025,margin_power0p25_base0p05,0.00011279043537108003
V2-T,V2M-two_stage_user_local_reranker-v1,316,margin_power0p2_base0p025,margin_power0p25_base0p05,0.0034305317324185287
V2-T,V2M-two_stage_user_local_reranker-v1,317,margin_power0p2_base0p025,margin_power0p25_base0p05,0.0025344352617079954
V2-T,V2M-two_stage_user_local_reranker-v1,318,margin_power0p2_base0p025,margin_power0p25_base0p05,0.0030741204599795077
V2-T,V2M-two_stage_user_local_reranker-v1,319,margin_power0p2_base0p025,margin_power0p25_base0p05,0.0016233766233766257
V2-T,V2M-two_stage_user_local_reranker-v1,320,margin_power0p2_base0p025,margin_power0p25_base0p05,0.0010606953447259908
V2-T,V2M-two_stage_user_local_reranker-v1,321,margin_power0p2_base0p025,margin_power0p25_base0p05,0.0005707762557077661
V2-T,V2M-two_stage_user_local_reranker-v1,322,margin_power0p2_base0p025,margin_power0p25_base0p05,0.0008594757198109161
V2-T,V2M-two_stage_user_local_reranker-v1,323,margin_power0p2_base0p025,margin_power0p25_base0p05,0.003105268605734398
V2-T,V2M-two_stage_user_local_reranker-v1,324,margin_power0p2_base0p025,margin_power0p25_base0p05,-0.0008859357696566972
V2-T,V2M-two_stage_user_local_reranker-v1,325,margin_power0p2_base0p025,margin_power0p25_base0p05,0.002399389246373652
V2-T,V2M-two_stage_user_local_reranker-v1,326,margin_power0p2_base0p025,margin_power0p25_base0p05,0.0007311468560685224
V2-T,V2M-two_stage_user_local_reranker-v1,327,margin_power0p2_base0p025,margin_power0p25_base0p05,0.00044081992506061606
V2-T,V2M-two_stage_user_local_reranker-v1,328,margin_power0p2_base0p025,margin_power0p25_base0p05,0.0020658910514298186
V2-T,V2M-two_stage_user_local_reranker-v1,329,margin_power0p2_base0p025,margin_power0p25_base0p05,0.0017022242396731745
V2-T,V2M-two_stage_user_local_reranker-v1,330,margin_power0p2_base0p025,margin_power0p25_base0p05,0.0033285254632197973
V2-T,V2M-two_stage_user_local_reranker-v1,331,margin_power0p2_base0p025,margin_power0p25_base0p05,0.002122193678096725
V2-T,V2M-two_stage_user_local_reranker-v1,332,margin_power0p2_base0p025,margin_power0p25_base0p05,0.0003468609087755845
V2-T,V2M-two_stage_user_local_reranker-v1,333,margin_power0p2_base0p025,margin_power0p25_base0p05,0.002734033245844275
V2-T,V2M-two_stage_user_local_reranker-v1,334,margin_power0p2_base0p025,margin_power0p25_base0p05,0.00246609124537608
V2-T,V2M-two_stage_user_local_reranker-v1,335,margin_power0p2_base0p025,margin_power0p25_base0p05,-0.0008780594885303465
V2-T,V2M-two_stage_user_local_reranker-v1,336,margin_power0p2_base0p025,margin_power0p25_base0p05,0.0006889424733034806
V2-T,V2M-two_stage_user_local_reranker-v1,337,margin_power0p2_base0p025,margin_power0p25_base0p05,0.0010951702989814923
V2-T,V2M-two_stage_user_local_reranker-v1,338,margin_power0p2_base0p025,margin_power0p25_base0p05,0.00341374601729632
V2-T,V2M-two_stage_user_local_reranker-v1,339,margin_power0p2_base0p025,margin_power0p25_base0p05,0.003873319662793352
V2-T,V2M-two_stage_user_local_reranker-v1,340,margin_power0p2_base0p025,margin_power0p25_base0p05,0.0021061966522558473
V2-T,V2M-two_stage_user_local_reranker-v1,341,margin_power0p2_base0p025,margin_power0p25_base0p05,0.0014533258803801025
V2-T,V2M-two_stage_user_local_reranker-v1,342,margin_power0p2_base0p025,margin_power0p25_base0p05,0.002648421981902452
V2-T,V2M-two_stage_user_local_reranker-v1,343,margin_power0p2_base0p025,margin_power0p25_base0p05,0.001965065502183408
V2-T,V2M-two_stage_user_local_reranker-v1,344,margin_power0p2_base0p025,margin_power0p25_base0p05,0.0017057084375710749
V2-T,V2M-two_stage_user_local_reranker-v1,345,margin_power0p2_base0p025,margin_power0p25_base0p05,-0.0006764374295377698
V2-T,V2M-two_stage_user_local_reranker-v1,346,margin_power0p2_base0p025,margin_power0p25_base0p05,0.002797503765870455
V2-T,V2M-two_stage_user_local_reranker-v1,347,margin_power0p2_base0p025,margin_power0p25_base0p05,0.0016032492518170186
V2-T,V2M-two_stage_user_local_reranker-v1,348,margin_power0p2_base0p025,margin_power0p25_base0p05,0.0013881473571809983
V2-T,V2M-two_stage_user_local_reranker-v1,349,margin_power0p2_base0p025,margin_power0p25_base0p05,-0.0008226583617346316
V2-T,V2M-two_stage_user_local_reranker-v1,350,margin_power0p2_base0p025,margin_power0p25_base0p05,0.00023474178403755833
V2-T,V2M-two_stage_user_local_reranker-v1,351,margin_power0p2_base0p025,margin_power0p25_base0p05,-0.00010979358805445714
V2-T,V2M-two_stage_user_local_reranker-v1,352,margin_power0p2_base0p025,margin_power0p25_base0p05,0.0001073076510355186
V2-T,V2M-two_stage_user_local_reranker-v1,353,margin_power0p2_base0p025,margin_power0p25_base0p05,0.001482833352344017
V2-T,V2M-two_stage_user_local_reranker-v1,354,margin_power0p2_base0p025,margin_power0p25_base0p05,0.0007628596338273771
V2-T,V2M-two_stage_user_local_reranker-v1,355,margin_power0p2_base0p025,margin_power0p25_base0p05,0.0004451864218141388
V2-T,V2M-two_stage_user_local_reranker-v1,356,margin_power0p2_base0p025,margin_power0p25_base0p05,0.00033116237995364144
V2-T,V2M-two_stage_user_local_reranker-v1,357,margin_power0p2_base0p025,margin_power0p25_base0p05,0.0009431737797689252
V2-T,V2M-two_stage_user_local_reranker-v1,358,margin_power0p2_base0p025,margin_power0p25_base0p05,0.000979431929480906
V2-T,V2M-two_stage_user_local_reranker-v1,359,margin_power0p2_base0p025,margin_power0p25_base0p05,0.004629629629629635
V2-T,V2M-two_stage_user_local_reranker-v1,360,margin_power0p2_base0p025,margin_power0p25_base0p05,0.0005569789461958369
V2-T,V2M-two_stage_user_local_reranker-v1,361,margin_power0p2_base0p025,margin_power0p25_base0p05,0.00011239743733842829
V2-T,V2M-two_stage_user_local_reranker-v1,362,margin_power0p2_base0p025,margin_power0p25_base0p05,0.002790697674418609
V2-T,V2M-two_stage_user_local_reranker-v1,363,margin_power0p2_base0p025,margin_power0p25_base0p05,0.00022621875353466995
V2-T,V2M-two_stage_user_local_reranker-v1,364,margin_power0p2_base0p025,margin_power0p25_base0p05,0.0031104199066874054
V2-T,V2M-two_stage_user_local_reranker-v1,365,margin_power0p2_base0p025,margin_power0p25_base0p05,0.0005566688933422439
V2-T,V2M-two_stage_user_local_reranker-v1,366,margin_power0p2_base0p025,margin_power0p25_base0p05,0.002699492495410865
V2-T,V2M-two_stage_user_local_reranker-v1,367,margin_power0p2_base0p025,margin_power0p25_base0p05,0.00031492756665966624
V2-T,V2M-two_stage_user_local_reranker-v1,368,margin_power0p2_base0p025,margin_power0p25_base0p05,0.003845731238325462
V2-T,V2M-two_stage_user_local_reranker-v1,369,margin_power0p2_base0p025,margin_power0p25_base0p05,0.001958525345622123
V2-T,V2M-two_stage_user_local_reranker-v1,370,margin_power0p2_base0p025,margin_power0p25_base0p05,0.0035251307709802176
V2-T,V2M-two_stage_user_local_reranker-v1,371,margin_power0p2_base0p025,margin_power0p25_base0p05,0.0007573298712539207
V2-T,V2M-two_stage_user_local_reranker-v1,372,margin_power0p2_base0p025,margin_power0p25_base0p05,0.0013334814979442165
V2-T,V2M-two_stage_user_local_reranker-v1,373,margin_power0p2_base0p025,margin_power0p25_base0p05,-0.0004686584651435258
V2-T,V2M-two_stage_user_local_reranker-v1,374,margin_power0p2_base0p025,margin_power0p25_base0p05,0.0014471780028943552
V2-T,V2M-two_stage_user_local_reranker-v1,375,margin_power0p2_base0p025,margin_power0p25_base0p05,-0.0005465675557498891
V2-T,V2M-two_stage_user_local_reranker-v1,376,margin_power0p2_base0p025,margin_power0p25_base0p05,0.0033077251387110575
V2-T,V2M-two_stage_user_local_reranker-v1,377,margin_power0p2_base0p025,margin_power0p25_base0p05,0.0024339360222531345
V2-T,V2M-two_stage_user_local_reranker-v1,378,margin_power0p2_base0p025,margin_power0p25_base0p05,0.002095742333995151
V2-T,V2M-two_stage_user_local_reranker-v1,379,margin_power0p2_base0p025,margin_power0p25_base0p05,0.002004008016032065
V2-T,V2M-two_stage_user_local_reranker-v1,380,margin_power0p2_base0p025,margin_power0p25_base0p05,0.0037865341379718404
V2-T,V2M-two_stage_user_local_reranker-v1,381,margin_power0p2_base0p025,margin_power0p25_base0p05,0.002680366316729956
V2-T,V2M-two_stage_user_local_reranker-v1,382,margin_power0p2_base0p025,margin_power0p25_base0p05,0.002058319039451119
V2-T,V2M-two_stage_user_local_reranker-v1,383,margin_power0p2_base0p025,margin_power0p25_base0p05,0.0032268832758428866
V2-T,V2M-two_stage_user_local_reranker-v1,384,margin_power0p2_base0p025,margin_power0p25_base0p05,0.0015531395606833847
V2-T,V2M-two_stage_user_local_reranker-v1,385,margin_power0p2_base0p025,margin_power0p25_base0p05,0.003552397868561282
V2-T,V2M-two_stage_user_local_reranker-v1,386,margin_power0p2_base0p025,margin_power0p25_base0p05,0.0028118321898549133
V2-T,V2M-two_stage_user_local_reranker-v1,387,margin_power0p2_base0p025,margin_power0p25_base0p05,0.0030966600309666067
V2-T,V2M-two_stage_user_local_reranker-v1,388,margin_power0p2_base0p025,margin_power0p25_base0p05,0.0021403627351582765
V2-T,V2M-two_stage_user_local_reranker-v1,389,margin_power0p2_base0p025,margin_power0p25_base0p05,0.002466091245376082
V2-T,V2M-two_stage_user_local_reranker-v1,390,margin_power0p2_base0p025,margin_power0p25_base0p05,0.0015882712278558375
V2-T,V2M-two_stage_user_local_reranker-v1,391,margin_power0p2_base0p025,margin_power0p25_base0p05,0.002290163746707892
V2-T,V2M-two_stage_user_local_reranker-v1,392,margin_power0p2_base0p025,margin_power0p25_base0p05,0.0015088207985143925
V2-T,V2M-two_stage_user_local_reranker-v1,393,margin_power0p2_base0p025,margin_power0p25_base0p05,0.0015002885170225047
V2-T,V2M-two_stage_user_local_reranker-v1,394,margin_power0p2_base0p025,margin_power0p25_base0p05,0.0010755001075500139
V2-T,V2M-two_stage_user_local_reranker-v1,395,margin_power0p2_base0p025,margin_power0p25_base0p05,0.002858713578889504
V2-T,V2M-two_stage_user_local_reranker-v1,396,margin_power0p2_base0p025,margin_power0p25_base0p05,0.002406738868832735
V2-T,V2M-two_stage_user_local_reranker-v1,397,margin_power0p2_base0p025,margin_power0p25_base0p05,0.001802613789995495
V2-T,V2M-two_stage_user_local_reranker-v1,398,margin_power0p2_base0p025,margin_power0p25_base0p05,0.003926979409891747
V2-T,V2M-two_stage_user_local_reranker-v1,399,margin_power0p2_base0p025,margin_power0p25_base0p05,0.0017545670347817153
V2-T,V2M-two_stage_user_local_reranker-v1,400,margin_power0p2_base0p025,margin_power0p25_base0p05,0.004339806878593904
V2-T,V2M-two_stage_user_local_reranker-v1,401,margin_power0p2_base0p025,margin_power0p25_base0p05,0.0017720023626698169
V2-T,V2M-two_stage_user_local_reranker-v1,402,margin_power0p2_base0p025,margin_power0p25_base0p05,0.001056300834477661
V2-T,V2M-two_stage_user_local_reranker-v1,403,margin_power0p2_base0p025,margin_power0p25_base0p05,0.0018400259768373223
V2-T,V2M-two_stage_user_local_reranker-v1,404,margin_power0p2_base0p025,margin_power0p25_base0p05,0.0020717479009922596
V2-T,V2M-two_stage_user_local_reranker-v1,405,margin_power0p2_base0p025,margin_power0p25_base0p05,0.0008967604528640289
V2-T,V2M-two_stage_user_local_reranker-v1,406,margin_power0p2_base0p025,margin_power0p25_base0p05,0.0015035854730511256
V2-T,V2M-two_stage_user_local_reranker-v1,407,margin_power0p2_base0p025,margin_power0p25_base0p05,0.0017638628596626643
V2-T,V2M-two_stage_user_local_reranker-v1,408,margin_power0p2_base0p025,margin_power0p25_base0p05,0.0024462880238247187
V2-T,V2M-two_stage_user_local_reranker-v1,409,margin_power0p2_base0p025,margin_power0p25_base0p05,0.002298572465521415
V2-T,V2M-two_stage_user_local_reranker-v1,410,margin_power0p2_base0p025,margin_power0p25_base0p05,0.0013813744675952584
V2-T,V2M-two_stage_user_local_reranker-v1,411,margin_power0p2_base0p025,margin_power0p25_base0p05,0.0023937079676279527
V2-T,V2M-two_stage_user_local_reranker-v1,412,margin_power0p2_base0p025,margin_power0p25_base0p05,0.0021978021978021987
V2-T,V2M-two_stage_user_local_reranker-v1,413,margin_power0p2_base0p025,margin_power0p25_base0p05,0.0025445292620865172
V2-T,V2M-two_stage_user_local_reranker-v1,414,margin_power0p2_base0p025,margin_power0p25_base0p05,0.0026032823995472583
V2-T,V2M-two_stage_user_local_reranker-v1,415,margin_power0p2_base0p025,margin_power0p25_base0p05,0.0030345471521942106
V2-T,V2M-two_stage_user_local_reranker-v1,416,margin_power0p2_base0p025,margin_power0p25_base0p05,0.0003318951211417205
V2-T,V2M-two_stage_user_local_reranker-v1,417,margin_power0p2_base0p025,margin_power0p25_base0p05,0.000645855758880518
V2-T,V2M-two_stage_user_local_reranker-v1,418,margin_power0p2_base0p025,margin_power0p25_base0p05,0.002954360228198865
V2-T,V2M-two_stage_user_local_reranker-v1,419,margin_power0p2_base0p025,margin_power0p25_base0p05,0.003022500839583568
V2-T,V2M-two_stage_user_local_reranker-v1,420,margin_power0p2_base0p025,margin_power0p25_base0p05,0.0007903353279891646
V2-T,V2M-two_stage_user_local_reranker-v1,421,margin_power0p2_base0p025,margin_power0p25_base0p05,0.0010745755426606488
V2-T,V2M-two_stage_user_local_reranker-v1,422,margin_power0p2_base0p025,margin_power0p25_base0p05,0.001437894038270108
V2-T,V2M-two_stage_user_local_reranker-v1,423,margin_power0p2_base0p025,margin_power0p25_base0p05,-0.00011396011396011051
V2-T,V2M-two_stage_user_local_reranker-v1,424,margin_power0p2_base0p025,margin_power0p25_base0p05,0.0028678579307302035
V2-T,V2M-two_stage_user_local_reranker-v1,425,margin_power0p2_base0p025,margin_power0p25_base0p05,0.0023447967842787016
V2-T,V2M-two_stage_user_local_reranker-v1,426,margin_power0p2_base0p025,margin_power0p25_base0p05,0.002959927140255013
V2-T,V2M-two_stage_user_local_reranker-v1,427,margin_power0p2_base0p025,margin_power0p25_base0p05,0.002812464844189451
V2-T,V2M-two_stage_user_local_reranker-v1,428,margin_power0p2_base0p025,margin_power0p25_base0p05,-0.0011414222120762452
V2-T,V2M-two_stage_user_local_reranker-v1,429,margin_power0p2_base0p025,margin_power0p25_base0p05,-0.0004328535872741002
V2-T,V2M-two_stage_user_local_reranker-v1,430,margin_power0p2_base0p025,margin_power0p25_base0p05,0.0005313496280552595
V2-T,V2M-two_stage_user_local_reranker-v1,431,margin_power0p2_base0p025,margin_power0p25_base0p05,0.0013373453694416628
V2-T,V2M-two_stage_user_local_reranker-v1,432,margin_power0p2_base0p025,margin_power0p25_base0p05,0.0015797788309636666
V2-T,V2M-two_stage_user_local_reranker-v1,433,margin_power0p2_base0p025,margin_power0p25_base0p05,0.0030241935483870954
V2-T,V2M-two_stage_user_local_reranker-v1,434,margin_power0p2_base0p025,margin_power0p25_base0p05,0.0020213363279056778
V2-T,V2M-two_stage_user_local_reranker-v1,435,margin_power0p2_base0p025,margin_power0p25_base0p05,0.004105288577638257
V2-T,V2M-two_stage_user_local_reranker-v1,436,margin_power0p2_base0p025,margin_power0p25_base0p05,0.004830917874396137
V2-T,V2M-two_stage_user_local_reranker-v1,437,margin_power0p2_base0p025,margin_power0p25_base0p05,0.0031484095103680443
V2-T,V2M-two_stage_user_local_reranker-v1,438,margin_power0p2_base0p025,margin_power0p25_base0p05,0.0008975653539773385
V2-T,V2M-two_stage_user_local_reranker-v1,439,margin_power0p2_base0p025,margin_power0p25_base0p05,0.004602604400538842
V2-T,V2M-two_stage_user_local_reranker-v1,440,margin_power0p2_base0p025,margin_power0p25_base0p05,0.0026737967914438492
